id,Affiliation,Name,google_scholar_id
RP6C2T0Y,University_of_Iowa,Cornelia C. Lang,None
HKD4SG7O,University_of_Iowa,Usha Mallik,None
B5CVNNOS,University_of_Iowa,Robert L. Merlino,None
5ZY9HRZD,University_of_Iowa,Yannick Meurice,SviEchQAAAAJ
JPLPRJII,University_of_Iowa,Jane M. Nachtman,None
1CE3UMCI,University_of_Iowa,Yasar Onel,None
PYQN1UTU,University_of_Iowa,Wayne N. Polyzou,None
8L68ALGV,University_of_Iowa,John P. Prineas,None
C7AD70PR,University_of_Iowa,Mary Hall Reno,None
EHBG5G22,University_of_Iowa,Vincent G. J. Rodgers,None
4KT87CCH,University_of_Iowa,Jack D. Scudder,None
UKDKCEUW,University_of_Iowa,Frederick N. Skiff,None
MC0HUQNH,University_of_Iowa,Steven R. Spangler,None
TTV9ISMD,University_of_Iowa,Jun Wang,Cx8pPgsAAAAJ
LJ2M66N9,University_of_Iowa,Markus Wohlgenannt,None
DZIGDTJT,University_of_Utah,Rasha Abbasi,None
GRI522CP,University_of_Utah,Udara Abeysekara,None
XPCO9DSM,University_of_Utah,Tareq Abu-Zayyad,None
6NSJRJ8I,University_of_Utah,David Ailion,None
17BHNGTV,University_of_Utah,Lauren Barth-Cohen,kF9eWnMAAAAJ
YSL5Q8PG,University_of_Utah,Ramón Barthelemy,None
FLPVS3ID,University_of_Utah,John Belz,tCC0Vl4AAAAJ
TIEHM527,University_of_Utah,Doug Bergman,nGjMRrQAAAAJ
F9CXKWJ2,University_of_Utah,Christoph Boehme,GpyWuq8AAAAJ
ELACYTGE,University_of_Utah,Ben Bromley,None
KYOQ69JQ,University_of_Utah,Joel Brownstein,Yr5IIFEAAAAJ
MPVC59XR,University_of_Utah,Tabitha Buehler,None
LQNRDOCQ,University_of_Utah,George Cassiday,None
DYLZAGZ1,University_of_Utah,Kyle Dawson,--aMu6QAAAAJ
B08K734C,University_of_Utah,Shanti Deemyad,None
0YT5D4AA,University_of_Utah,John DeFord,None
6528X4M4,University_of_Utah,Claudia De Grandi,Ol2vJ-gAAAAJ
QP7G0U66,University_of_Utah,Vikram Deshpande,4FH8WBQAAAAJ
O7YZB6L8,University_of_Utah,Carleton DeTar,pJHLe2wAAAAJ
ODIG5S8E,University_of_Utah,Alexei Efros,d97bGd8AAAAJ
QAB7TZFX,University_of_Utah,Jordan Gerton,None
CE3SAP4Z,University_of_Utah,Paolo Gondolo,gSjG1mUAAAAJ
9WCMG6I3,University_of_Utah,Frank Harris,niBCFGQAAAAJ
NCPTWI0F,University_of_Utah,Richard Ingebretsen,None
61HUR3P7,University_of_Utah,Charlie Jui,None
CBREYYK3,University_of_Utah,David Kieda,5oemoM8AAAAJ
KFUCT9HS,University_of_Utah,Karel Kuchar,None
0MBX9651,University_of_Utah,Evan Lafalce,None
14NEZU6U,University_of_Utah,Gernot Laicher,None
QKT6APSN,University_of_Utah,Stephan LeBohec,None
IXZ2ZTSL,University_of_Utah,Sarah Li,rUSN4U0AAAAJ
24MNALQE,University_of_Utah,John Lupton,None
CQWS6LFK,University_of_Utah,Hans Malissa,L9aguC0AAAAJ
QD52OGSL,University_of_Utah,John Matthews,fma72s8AAAAJ
23ZLIIVZ,University_of_Utah,Dan Mattis,None
6Q1ESHYJ,University_of_Utah,Eugene Mishchenko,P9NCgWEAAAAJ
YMNVQASJ,University_of_Utah,Tino Nyawelo,None
EME0GO05,University_of_Utah,Bill Ohlsen,None
S70GY1E0,University_of_Utah,Anthony Pantziris,None
V2L3B61H,University_of_Utah,Mikhail (Misha) Raikh,None
0QT4BWXZ,University_of_Utah,801-583-4907 H,None
17XOP8P6,University_of_Utah,Andrey Rogachev,nYvz2JUAAAAJ
7SEKVVRR,University_of_Utah,Carsten Rott,qUKa_G4AAAAJ
R8PZNUY3,University_of_Utah,801-466-6380 H,None
6LG8AVJV,University_of_Utah,Saveez Saffarian,iYtiEfkAAAAJ
OF4RARRD,University_of_Utah,Pearl Sandick,36aHNOoAAAAJ
RPN1Z531,University_of_Utah,Anil Seth,3eJCZCkAAAAJ
T2VUSPGL,University_of_Utah,Pierre Sokolsky,None
GRHNF2OO,University_of_Utah,Wayne Springer,None
OR32K6UQ,University_of_Utah,Oleg Starykh,1yW1cZcAAAAJ
LJHOZW9G,University_of_Utah,Christopher Stone,kX3N8_kAAAAJ
L5IRBUHG,University_of_Utah,Bill Sutherland,fKwq9YgAAAAJ
H2SZZ9OW,University_of_Utah,Orest Symko,None
N2P3NI21,Baylor_University,Dr. Dwight P. Russell,None
U5576K54,Baylor_University,Dr. Wickramasinghe Ariyasinghe,None
S9MU6LEC,Baylor_University,Dr. Andrew Brinkerhoff,None
FU1QV3QE,Baylor_University,Dr. Gerald B. Cleaver,None
8RD701L3,Baylor_University,Dr. Jay R. Dittmann,None
USEVO7QV,Baylor_University,Dr. Barbara Castanheira Endl,None
MDB2YFZA,Baylor_University,Prof. Randy Hall,tfsXwHUAAAAJ
1MWPK4CY,Baylor_University,Dr. Kenichi Hatakeyama,None
UEVSJHEW,Baylor_University,Dr. David Hilton,lq0gRoIAAAAJ
QVKT9V5W,Baylor_University,Dr. Truell Hyde,None
3PZPRO7I,Baylor_University,Dr. Howard Lee,None
R19Y0KAM,Baylor_University,Dr. Lorin Swint Matthews,None
CRK0VEZD,Baylor_University,Dr. Ray Nazzario,None
PR3BEWDN,Baylor_University,Dr. Jeffrey S. Olafsen,None
RDNNA43O,Baylor_University,Dr. Kenneth T. Park,None
W1REVFAM,Baylor_University,Prof. G. Edward Schaub,None
OSPQ3HHQ,Baylor_University,Dr. Marlan Scully,None
G9VWGNFJ,Baylor_University,Dr. John Vasut,None
ZMLLI8OL,Baylor_University,Dr. Anzhong Wang,None
3LW2Q942,Baylor_University,Dr. B. F. L. Ward,None
30DD6HPM,Baylor_University,Dr. Walter Wilcox,None
XIF918PC,Baylor_University,Dr. Yumei Wu,None
T85IW156,Baylor_University,Dr. Zhenrong Zhang,None
2A8SIMPB,Arizona_State_University,Gary Adams,WwC1BAgAAAAJ
BPW16H6S,Arizona_State_University,Ricardo Alarcon,bXEc-SkAAAAJ
M886MNL5,Arizona_State_University,Matthew Baumgart,None
6S14GS6R,Arizona_State_University,Oliver Beckstein,4BfuubAAAAAJ
N2UGS8DJ,Arizona_State_University,Andrei Belitsky,L0BamQ8AAAAJ
7EPMSICM,Arizona_State_University,Peter Bennett,rQ3hUHcAAAAJ
9U4WJD68,Arizona_State_University,Ralph Chamberlin,A76nrKwAAAAJ
V711FR7Q,Arizona_State_University,Carl Covatto,None
V2CMNGO2,Arizona_State_University,Robert Culbertson,None
U3XSILP3,Arizona_State_University,Paul Davies,vd0wrmQAAAAJ
V38PUM8B,Arizona_State_University,Jeffery Drucker,None
ZU89VBMG,Arizona_State_University,Michael Dugger,G-hfX6gAAAAJ
91FMXN24,Arizona_State_University,Damien Easson,0bqrSLQAAAAJ
80WJRBSL,Arizona_State_University,Onur Erten,6ybYW3QAAAAJ
INA3630T,Arizona_State_University,William Graves,enr0MQgAAAAJ
MK4KJIPN,Arizona_State_University,Rizal Fajar Hariadi,None
XXV8EM1X,Arizona_State_University,Nicole Herbots,fUVdu6gAAAAJ
UB6R3ZCN,Arizona_State_University,Arlinda Hill,None
7N7IEVSM,Arizona_State_University,Cynthia Keeler,4hjquQ4AAAAJ
4NSI8057,Arizona_State_University,Richard Kirian,v6jFQDAAAAAJ
MDZHUMET,Arizona_State_University,Richard Lebed,None
RWD91MQJ,Arizona_State_University,Stuart Lindsay,K7wXsg0AAAAJ
UT7W4ATP,Arizona_State_University,Jingyue Liu,CmqKfzkAAAAJ
07J1E99T,Arizona_State_University,Cecilia Lunardini,fDg55DQAAAAJ
092HCYIM,Arizona_State_University,Robert Marzke,None
XVXVTF0J,Arizona_State_University,Dmitry Matyushov,Boj8YBkAAAAJ
R7XGD9O1,Arizona_State_University,Philip Mauskopf,5KSE7goAAAAJ
RQJT1PUD,Arizona_State_University,Martha McCartney,bUM8qKkAAAAJ
GXP5GUAF,Arizona_State_University,Jose Menendez,qD-O64UAAAAJ
VM0F1X3U,Arizona_State_University,Robert Nemanich,TqIwqpUAAAAJ
WVMDZIH3,Arizona_State_University,Banu Ozkan,Y4mtEasAAAAJ
IUA2C1GX,Arizona_State_University,Maulik Parikh,None
Q0MGIKK1,Arizona_State_University,Xihong Peng,y3JNIdsAAAAJ
YE3832O4,Arizona_State_University,Fernando Ponce,co2VcnIAAAAJ
MFCYU3KY,Arizona_State_University,Steve Presse,2-nC-jUAAAAJ
XQ8M5DT4,Arizona_State_University,Quan Qing,CtGBKt4AAAAJ
0BCR669X,Arizona_State_University,Peter Rez,-NsQ58wAAAAJ
EDNOH2BG,Arizona_State_University,Barry Ritchie,uqKYr5IAAAAJ
PNSIUU09,Arizona_State_University,Robert Ros,WlQo8a0AAAAJ
URUAIG4B,Arizona_State_University,Antia Sanchez Botana,None
TH66SLMH,Arizona_State_University,Kevin Schmidt,QhS-LKIAAAAJ
CW6WXMMQ,Arizona_State_University,Douglas Shepherd,q1NsNm4AAAAJ
TNMJFKVP,Arizona_State_University,Igor Shovkovy,0lTba7gAAAAJ
68ZP8OSQ,Arizona_State_University,Arunima Singh,lm7vc1sAAAAJ
UX8VT3H5,Arizona_State_University,David Smith,G1V0-_sAAAAJ
TO9WNOMO,Arizona_State_University,John Spence,UxmHb8sAAAAJ
GUPF29IG,Arizona_State_University,Maxim Sukharev,7HkylvgAAAAJ
8ENW5Z32,Arizona_State_University,Samuel Teitelbaum,02kC_5oAAAAJ
AL4I5KU8,Arizona_State_University,Michael Thorpe,JkbiOhgAAAAJ
7MXHV7PP,Arizona_State_University,Michael Treacy,Kt3fEVIAAAAJ
HLXFBD32,Arizona_State_University,Kong-Thon Tsen,None
YV24FCLX,Arizona_State_University,Tanmay Vachaspati,uOrMJpcAAAAJ
6IAPIW3U,Arizona_State_University,Sara Vaiana,Eej3pusAAAAJ
2H2XKFT9,Arizona_State_University,Uwe Weierstall,VbnK3ccAAAAJ
VGUPEKUH,Arizona_State_University,Frank Wilczek,mzSv5kgAAAAJ
9KTYO5R7,Arizona_State_University,Per Aannestad,None
NHIVXPHG,Arizona_State_University,Raghunath Acharya,LgZKj-UAAAAJ
KL6GKEWP,Arizona_State_University,Ernst Bauer,None
S8S32B44,Arizona_State_University,David Hestenes,None
8Z4W2WWB,Arizona_State_University,Richard Jacob,nBAzpm0AAAAJ
5W5C0JDE,Arizona_State_University,William Kaufmann,5ZMeAxoAAAAJ
QTOP1QU2,Arizona_State_University,John Page,2XymNBEAAAAJ
9D3JOIMJ,Arizona_State_University,Ig Tsong,gq1oNDUAAAAJ
GPRNCWJO,Arizona_State_University,Bill Tillery,None
U29VFXGK,Arizona_State_University,John Venables,zmnMJo0AAAAJ
E7AIOTSI,The_University_of_Alabama,Paulo Araujo,-sNnhsgAAAAJ
9MTLPGKA,The_University_of_Alabama,Jeremy Bailin,None
29415E7A,The_University_of_Alabama,Sergio Fabi,None
N6DPGXET,The_University_of_Alabama,Sergei V. Gleyzer,None
5ZIPHJ7Q,The_University_of_Alabama,Benjamin C. Harms,None
YOYXRGL2,The_University_of_Alabama,Adam J. Hauser,LfPWmK8AAAAJ
2LJ97IF0,The_University_of_Alabama,Conor Henderson,uZnUqZ4AAAAJ
E2OIVD45,The_University_of_Alabama,Jimmy A. Irwin,None
N5K6YWDZ,The_University_of_Alabama,Matthias Kaminski,ujXQVKwAAAAJ
V8JSUC3L,The_University_of_Alabama,William C. Keel,None
PZ1RWKSN,The_University_of_Alabama,Patrick R. LeClair,None
Y6IWHX71,The_University_of_Alabama,Gary J. Mankey,None
NAJ1SQHE,The_University_of_Alabama,Claudia K.A. Mewes,None
M44896CS,The_University_of_Alabama,Tim Mewes,LrbvEacAAAAJ
BVA2RWRO,The_University_of_Alabama,Preethi Nair,FjZSRRMAAAAJ
6PPJZNHI,The_University_of_Alabama,Nobuchika Okada,None
42BPOY41,The_University_of_Alabama,Igor Ostrovskiy,DJKEVCMAAAAJ
8L23JP8J,The_University_of_Alabama,Andreas Piepke,6ov7GEgAAAAJ
O9JB1X5C,The_University_of_Alabama,Paolo Rumerio,None
HTAUD0HM,The_University_of_Alabama,Marcos Santander,9iAFnNoAAAAJ
SE6SXIHQ,The_University_of_Alabama,Rainer Schad,oLwY27sAAAAJ
7YBWHVA7,The_University_of_Alabama,Georg Schwiete,None
E8K5NEBH,The_University_of_Alabama,Murray Silverstone,None
FPXDKTI3,The_University_of_Alabama,Ion Stancu,1zYHIp0AAAAJ
D4BX65XS,The_University_of_Alabama,Allen B. Stern,None
TH40WT3F,The_University_of_Alabama,Patrick A. Toale,None
KPKG7NK5,The_University_of_Alabama,Dean Townsley,None
8U9QW7WZ,The_University_of_Alabama,Wang-Kong Tse,FOCFuB4AAAAJ
LPH1RCGK,The_University_of_Alabama,Raymond E. White,None
6AJ70IVY,The_University_of_Alabama,Dawn R. Williams,None
VHAU291L,University_of_Arizona,Alex Burant,None
5W92G56O,University_of_Arizona,Elliott Cheu,EH2LUukAAAAJ
ZY4LNLQK,University_of_Arizona,Keith R. Dienes,None
WXMCSCOV,University_of_Arizona,Sean Fleming,-LpQ89IAAAAJ
L25NJDZL,University_of_Arizona,Sam Gralla,pxUR8_gAAAAJ
DNGK207H,University_of_Arizona,Mohammed Hassan,oQSQ7DQAAAAJ
185TZBDF,University_of_Arizona,Shawn Jackson,THKGTx8AAAAJ
HWJO2TLH,University_of_Arizona,Ken Johns,tV32RXkAAAAJ
USLH5WHZ,University_of_Arizona,Tai Kong,G-c_YRAAAAAJ
YFK5SVQH,University_of_Arizona,Elisabeth Krause,xdThFzhYq8oC
E8L4BXUY,University_of_Arizona,Andrei Lebed,nIMF8XgAAAAJ
J23MN0GL,University_of_Arizona,Brian LeRoy,KSjQ_EcAAAAJ
03XB8AWJ,University_of_Arizona,Srin Manne,None
XHLXQ4W3,University_of_Arizona,Sumit Mazumdar,Z0HSzPgAAAAJ
550SZ9SP,University_of_Arizona,Stefan Meinel,Cbr7C_QAAAAJ
9WG3YEK8,University_of_Arizona,Fulvio Melia,iqGLnVEAAAAJ
Q4Y4Y115,University_of_Arizona,Drew Milsom,None
0XZ9TL5O,University_of_Arizona,Cherry Murray,None
A82UR38O,University_of_Arizona,Johann Rafelski,7GzPpUgAAAAJ
VLXUP5YR,University_of_Arizona,Eduardo Rozo,7sxdrqoAAAAJ
BAAT41EW,University_of_Arizona,John Rutherfoord,izg65G0AAAAJ
77J4YSEV,University_of_Arizona,Arvinder Sandhu,xl8XtWoAAAAJ
329DN64Y,University_of_Arizona,Ina Sarcevic,None
PY92HLH1,University_of_Arizona,John Schaibley,xniUWcYAAAAJ
JUJ8DG40,University_of_Arizona,Charles Stafford,8KbOEBsAAAAJ
FFYLDEF2,University_of_Arizona,Shufang Su,None
4TLRTCGN,University_of_Arizona,Bira van Kolck,None
BO6DF0W7,University_of_Arizona,Erich Varnes,None
GR4R6F40,University_of_Arizona,Koen Visscher,Tlqz23MAAAAJ
482QDEHA,University_of_Arizona,Weigang Wang,H_Dup6YAAAAJ
YIWG6HMQ,University_of_Arizona,Charles Wolgemuth,None
VQ6KA4WH,University_of_Arizona,Shufeng Zhang,uwGBWlUAAAAJ
V9ZXX93Q,University_of_Arkansas,Salvador Barraza-Lopez,7yXuFLUAAAAJ
T2B5C7S0,University_of_Arkansas,Laurent Bellaiche,p-kVisQAAAAJ
NNZXFGAR,University_of_Arkansas,Hugh Churchill,mTz6GK0AAAAJ
NUM79GR5,University_of_Arkansas,Huaxiang Fu,None
1TQF28DO,University_of_Arkansas,Julio R. Gea-Banacloche,None
26HIQZL9,University_of_Arkansas,William G. Harter,None
UVKX6W92,University_of_Arkansas,Jin Hu,mCjNN7kAAAAJ
ES1848F7,University_of_Arkansas,Tacy Marie Joffe Minor,None
A9V8VRR3,University_of_Arkansas,Daniel John Kennefick,None
A9ZINSPK,University_of_Arkansas,Julia Dusk Kennefick,None
XLE25HKX,University_of_Arkansas,Pradeep Kumar,OGfMf3MAAAAJ
K1YTRFLW,University_of_Arkansas,Bret Darby Lehmer,None
1UG7ZPKM,University_of_Arkansas,Jiali Li,feX1fWAAAAAJ
0TIBGC6P,University_of_Arkansas,Bothina H. Manasreh,None
XEIHCDFZ,University_of_Arkansas,Yousra Nahas,None
VYR1PZ8I,University_of_Arkansas,Hiro Nakamura,None
LLK3TO92,University_of_Arkansas,William Oliver III,None
DNR1MB1P,University_of_Arkansas,Sergei Prokhorenko,DmpYB40AAAAJ
J3Z9Z3QR,University_of_Arkansas,Sergey Prosandeev,None
11OA02EJ,University_of_Arkansas,Gregory J. Salamo,None
BHMQT5JF,University_of_Arkansas,Woodrow L. Shew,None
4AAGNLAE,University_of_Arkansas,Surendra P. Singh,JR_JZCAAAAAJ
VH31ERAT,University_of_Arkansas,Tamara D. Snyder,None
5QTDJP8T,University_of_Arkansas,Paul M. Thibado,TT237XUAAAAJ
JHDPVT3H,University_of_Arkansas,Reeta Vyas,EBqQ4pYAAAAJ
VBJRDLN0,University_of_Arkansas,Yong Wang,743sy1MAAAAJ
0R02FUCE,University_of_Arkansas,Rick Wise,None
RDTNEFPX,University_of_Arkansas,Min Xiao,7flYe7YAAAAJ
P7D4QYO9,Miami_University,Herbert Jaeger,0uztVbMAAAAJ
540UZMK7,Miami_University,Steve Alexander,uQTSfHkAAAAJ
9KZ4Q6GU,Miami_University,Samir Bali,qsatNgIAAAAJ
0LH7K1P7,Miami_University,S. Burçin Bayram,None
PS29NUJY,Miami_University,Christopher Beer,8tlFNUgAAAAJ
VCLYW94T,Miami_University,Jennifer Blue,jzc8TMsAAAAJ
BLKXGJVA,Miami_University,Gregory Crawford,q96WOZkAAAAJ
J0QQG1MA,Miami_University,Renate Crawford,None
EIP73JNC,Miami_University,Khalid Eid,Y5vrQCsAAAAJ
XHFXKV8P,Miami_University,Carol Fabby,None
NDEL42K9,Miami_University,Mahmud Khan,gViFLwMAAAAJ
ZH1PKEPD,Miami_University,Imran Mirza,mwElZfUAAAAJ
OZYGJ9B6,Miami_University,Anthony Rapp,1FMQxW4AAAAJ
DF3QNN8M,Miami_University,E. Carlo Samson,rZaEqrEAAAAJ
5VE2PYAQ,Miami_University,Paul Urayama,Q_Sb8QkAAAAJ
9XH1ONN5,Miami_University,Karthik Vishwanath,1o8qBk4AAAAJ
CQAI05IR,University_of_Missouri,Guang Bian,v6Zlx1oAAAAJ
IJHY2OWJ,University_of_Missouri,Shi-Jie Chen,Bmt5uCcAAAAJ
WU1XUH0A,University_of_Missouri,Suchi Guha,G_sJJ8gAAAAJ
94HQG622,University_of_Missouri,Kattesh V. Katti,k3Jll3UAAAAJ
0F9TLZMY,University_of_Missouri,Sergei Kopeikin,ATqskhQAAAAJ
V9LPCEMG,University_of_Missouri,Ioan Kosztin,kMJie_gAAAAJ
4DBXAVMY,University_of_Missouri,Paul F. Miceli,None
E8HCEO9K,University_of_Missouri,Wouter Montfrooij,None
OOZLWQZK,University_of_Missouri,David Singh,fuEA7QcAAAAJ
RPY0WUAT,University_of_Missouri,Carsten Ullrich,CHm4c7YAAAAJ
ZJHLGCG3,University_of_Missouri,Carlos Wexler,cUXSmksAAAAJ
T8VR5DJU,University_of_Missouri,Ping Yu,AvxuQ_8AAAAJ
IQKIF2MY,University_of_Missouri,Xiaoqin Zou,YtdYIHAAAAAJ
D2Y4FAK7,University_of_Kansas,"Bean, Alice L.",None
SFP62ZB9,University_of_Kansas,"Besson, Dave Z",None
50P3UTGB,University_of_Kansas,"Chan, Wai-Lun",YPp5RbUAAAAJ
WU6RAOEU,University_of_Kansas,"Cravens, Thomas E.",None
S52B5BHF,University_of_Kansas,"Crossfield, Ian",None
QBBCSFET,University_of_Kansas,"Delgado, Jennifer",wl3eS34AAAAJ
SZ0AS8ZA,University_of_Kansas,"Feldman, Hume A.",ujPqZCAAAAAJ
ATSMOZ8H,University_of_Kansas,"Fischer, Chris",T70gMZUAAAAJ
WCEYC0QY,University_of_Kansas,"Kirkpatrick, Allison",None
VOXJHEQH,University_of_Kansas,"Kong, Kyoungchul (KC)",None
Z11FFXSM,University_of_Kansas,"Lewis, Ian",m8ThsxUAAAAJ
YYBUDFTO,University_of_Kansas,"Medvedev, Mikhail (Misha) V.",None
PC3HSEOM,University_of_Kansas,"Mills, Elisabeth",jhNudHcAAAAJ
37C8921M,University_of_Kansas,"Murray, Michael J.",G3AiPisAAAAJ
4TNKM5BK,University_of_Kansas,"Peelaers, Hartwin",kzU25KgAAAAJ
4HYWZ5Z2,University_of_Kansas,"Ralston, John P.",n-TF-RkAAAAJ
FKTG19NH,University_of_Kansas,"Richard, Matthew",fraRBsIAAAAJ
UTD1M9S5,University_of_Kansas,"Rogan, Christopher",CiD805kAAAAJ
KAX67503,University_of_Kansas,"Royon, Christophe",GmAHki0AAAAJ
U6NOERDX,University_of_Kansas,"Rudnick, Gregory",I7AwCYIAAAAJ
FGCOQN0B,University_of_Kansas,"Rush, Sarah",n21VtFAAAAAJ
6SV2OAEV,University_of_Kansas,"Sanders, Stephen J.",O1EuSPYAAAAJ
EXMDIGYP,University_of_Kansas,"Shandarin, Sergei F.",None
9SED33TI,University_of_Kansas,"Shi, JiCong (Jack)",None
SPZ8LQI5,University_of_Kansas,"Tapia Takaki, Daniel",dK8-oAEAAAAJ
CKJLE6AX,University_of_Kansas,"Wilson, Graham W.",UhI0DggAAAAJ
OVSKKTK8,University_of_Kansas,"Wu, Judy Z.",None
KPGDM4O8,University_of_Kansas,"Zhao, Hui",9F-Jk74AAAAJ
6RH2H52Q,University_of_Central_Florida,Ahlam Al-Rawi,sGJYnxYAAAAJ
IMAWC9PD,University_of_Central_Florida,Luca Argenti,0yAemPMAAAAJ
3GH9BA1H,University_of_Central_Florida,Christopher Bennett,8i1_NG8AAAAJ
36CWK7QN,University_of_Central_Florida,Aniket Bhattacharya,nxkFeowAAAAJ
S83UV4EA,University_of_Central_Florida,Daniel Britt,None
I9LV3S5S,University_of_Central_Florida,Thomas Brueckner,Zx8zmdkAAAAJ
JLC1GR9S,University_of_Central_Florida,Humberto Campins,None
FONY9JQ7,University_of_Central_Florida,Debashis Chanda,iimFj8cAAAAJ
PNGYJB1U,University_of_Central_Florida,Zenghu Chang,Z_5DVuAAAAAJ
PCULNTZ6,University_of_Central_Florida,Bo Chen,SaXjs4UAAAAJ
DVGY9GWT,University_of_Central_Florida,Zhongzhou Chen,nUizpWEAAAAJ
TLU0HD63,University_of_Central_Florida,Leonid Chernyak,None
Y9QKB5ND,University_of_Central_Florida,Jacquelyn Chini,BEc4-18AAAAJ
QSOY4F7Y,University_of_Central_Florida,Michael Chini,PT4KVSUAAAAJ
804DZ35O,University_of_Central_Florida,Lee Chow,2hpczm8AAAAJ
TGXAOQ77,University_of_Central_Florida,Joshua Colwell,D-hM3PwAAAAJ
XIDQKG38,University_of_Central_Florida,James Cooney,None
HNFN1IM3,University_of_Central_Florida,Enrique Del Barco,s8vH0xkAAAAJ
FIAQM8XO,University_of_Central_Florida,Kerri Donaldson Hanna,None
1D5YY3V4,University_of_Central_Florida,Joseph Donoghue,notIKX4AAAAJ
JJTWYOJV,University_of_Central_Florida,Adrienne Dove,None
WW0CC6QU,University_of_Central_Florida,Archana Dubey,p2L7lpcAAAAJ
RNYLWWN3,University_of_Central_Florida,Costas Efthimiou,None
AH14SBY6,University_of_Central_Florida,Li Fang,U3Sm3-YAAAAJ
BGR8577G,University_of_Central_Florida,Xiaofeng Feng,MLsvbdMAAAAJ
O68N9MF3,University_of_Central_Florida,Yan Fernandez,wPjufFkAAAAJ
JTIKIE24,University_of_Central_Florida,Elena Flitsiyan,None
MQ99CP65,University_of_Central_Florida,Joseph Harrington,JQGM1YUAAAAJ
1FQOA22Y,University_of_Central_Florida,Masahiro Ishigami,None
H88JUSJF,University_of_Central_Florida,Richard Jerousek,gYP-5G0AAAAJ
284CQ9CL,University_of_Central_Florida,Michael D Johnson,yDXUJdgAAAAJ
WTEVEWZ8,University_of_Central_Florida,William Kaden,UkLX3WwAAAAJ
HIJOA70Y,University_of_Central_Florida,Ellen H. Kang,G6sigA4AAAAJ
FL90NYU0,University_of_Central_Florida,Abdelkader Kara,Adn1zVEAAAAJ
11QS2IQX,University_of_Central_Florida,Theodora Karalidi,None
82MXUDSH,University_of_Central_Florida,Saiful Khondaker,dQ7QCvoAAAAJ
FGBM5602,University_of_Central_Florida,Richard Klemm,None
TP01CHZ7,University_of_Central_Florida,Slava Kokoouline,None
GN4Y11GW,University_of_Central_Florida,Adam LaMee,1j-ueo4AAAAJ
R4D0Q463,University_of_Central_Florida,Michael Leuenberger,-kn5W2EAAAAJ
A82DB24C,University_of_Central_Florida,Arkadiy Lyakh,PRZh0lUAAAAJ
FOI8CMWU,University_of_Central_Florida,Eduardo Mucciolo,None
EY7LWBHP,University_of_Central_Florida,Yasuyuki Nakajima,29BHJzYAAAAJ
UN0FJTCY,University_of_Central_Florida,Madhab Neupane,8D0GBPgAAAAJ
ZT5SPCXE,University_of_Central_Florida,Robert Peale,TSpq5Z8AAAAJ
S9HIPN6N,University_of_Central_Florida,Talat S Rahman,ted1v6oAAAAJ
F93CC31W,University_of_Central_Florida,Patrick Schelling,None
XCPNONOY,University_of_Central_Florida,Alfons Schulte,None
5NYHD0AO,University_of_Central_Florida,Sergey Stolbov,None
YXE6T3IW,University_of_Central_Florida,Suren Tatulian,z5OaFJAAAAAJ
BL6QSJ7C,University_of_Central_Florida,Laurene Tetard,aJLIEIgAAAAJ
6PSSEQYJ,University_of_Central_Florida,Mihai Vaida,qSlu4LMAAAAJ
Z91W4RMU,University_of_Central_Florida,Christos Velissaris,None
C3EF6KEN,University_of_Central_Florida,Julie Brisset,iOLaz5cAAAAJ
XB982LP9,University_of_Central_Florida,Noemi Pinilla-Alonso,mDTxh1cAAAAJ
2EOK64QL,University_of_Central_Florida,Peter Delfyett,Lzlx1WgAAAAJ
PAM600VU,University_of_Central_Florida,Aristide Dogariu,BKT9Mm0AAAAJ
LNS1RO9O,University_of_Central_Florida,Martin Richardson,cWCgUGkAAAAJ
DWJ4BSDA,University_of_Central_Florida,Tania Roy,tnpPPIIAAAAJ
BER9L41V,University_of_Central_Florida,Bhimsen Shivamoggi,EsywJ5kAAAAJ
RFNWQZXC,University_of_Central_Florida,M.J. Soileau,BQQ2ZrsAAAAJ
F4O4I20N,University_of_Central_Florida,Konstantin Vodopyanov,RbAECKgAAAAJ
9KBV5VVC,University_of_Central_Florida,Maria Womack,Pvhz8AIAAAAJ
9WRJ8CVJ,University_of_Central_Florida,Francisco Javier Gonzalez,k4pLnMYAAAAJ
M04LKBHL,University_of_Central_Florida,Sampyo Hong,bEbIMr8AAAAJ
VWDEZFI1,University_of_Central_Florida,Oleg Lupan,ZbyMYRIAAAAJ
6W9ZZH7K,University_of_Central_Florida,Zeidan Omar,bahbb80AAAAJ
U603CLKY,University_of_Central_Florida,Peter Potrebko,None
FY8X6KSH,University_of_Central_Florida,Beatriz Roldan Cuenya,JDCJXB4AAAAJ
PSD7OLXY,University_of_Central_Florida,Christiano Brum,GqPzpFcAAAAJ
COXSBSID,University_of_Central_Florida,Anish Damodaran,XbGGuVMAAAAJ
5SJ8A7XE,University_of_Central_Florida,Jens Lautenbach,CgIjkKEAAAAJ
14W2OIWQ,University_of_Central_Florida,Periasamy Manoharan,None
4SVNPDRT,University_of_Central_Florida,Benetge Perera,QouWRVgAAAAJ
WXULCGAQ,University_of_Central_Florida,Shikha Raizada,ZZ_D3TcAAAAJ
VWSWWUVK,University_of_Central_Florida,Pedrina Terra Dos Santos,None
WLGSQ6L2,University_of_Central_Florida,Subith Vasu Sumathi,None
I53K44FH,University_of_Central_Florida,Flaviane Venditti,5-MoopUAAAAJ
