id,Affiliation,Name,google_scholar_id
UFABUS87,University_of_Chicago,Linda Young,qpQiq1IAAAAJ
8XUL89MW,University_of_Chicago,Xiaofei Yu,V_jkypoAAAAJ
RDS12DHY,University_of_Chicago,Lanqing Yuan,TGm6jw8AAAAJ
09IE28T6,University_of_Chicago,Maxim Zelenko,None
D8OWTTZM,University_of_Chicago,Wendy W. Zhang,tZKN7tMAAAAJ
71GZQ87S,University_of_Chicago,Mingjiamei Zhang,None
VEOJKEHS,University_of_Chicago,Carolyn Zhang,u3HiOSoAAAAJ
T23HFW0F,University_of_Chicago,Helin Zhang,8NnNLwsAAAAJ
ZQPZ75Y0,University_of_Chicago,Zhendong Zhang,xF7oivwAAAAJ
Y8647NN8,University_of_Chicago,Xining Zhang,None
7YZAY2N5,University_of_Chicago,Victor Zhang,6Jp_bOoAAAAJ
97Q5N33U,University_of_Chicago,Tian-Xing Zheng,None
HZJ31IXD,University_of_Chicago,Geoffrey Zheng,Hb8QrC8AAAAJ
JH5SEX21,University_of_Southern_California,Itzhak Bars,vIyPRS8AAAAJ
6DR9CPQE,University_of_Southern_California,Gerd Bergmann,YvHU3X4AAAAJ
GX281SDY,University_of_Southern_California,Gene Bickers,None
UFYRM99Q,University_of_Southern_California,James Boedicker,LMQ2CCUAAAAJ
G27AI2MH,University_of_Southern_California,Hans Bozler,_gT8sS8AAAAJ
AD3M0664,University_of_Southern_California,Peter Chung,tUam6r8AAAAJ
JKSO74AK,University_of_Southern_California,Rosa Di Felice,u8kJRZgAAAAJ
SKF1RP0H,University_of_Southern_California,Moh El-Naggar,LPCqNC0AAAAJ
30L5NJJD,University_of_Southern_California,Jack Feinberg,DAG-tGUAAAAJ
1YR9LT4F,University_of_Southern_California,Vera Gluscevic,None
BZMWAGRS,University_of_Southern_California,Christopher Gould,PsPFn8MAAAAJ
V7CFARRH,University_of_Southern_California,Stephan Haas,aGurIVYAAAAJ
5XDE7N0P,University_of_Southern_California,Christoph Haselwandter,None
5ZZDECTE,University_of_Southern_California,Clifford Johnson,None
O78PJACM,University_of_Southern_California,Rajiv Kalia,None
XUSNNC9S,University_of_Southern_California,Vitaly Kresin,None
325RLBE2,University_of_Southern_California,Eli Levenson-Falk,q1_eBhsAAAAJ
ZCZGLBAC,University_of_Southern_California,Grace Lu,QqlKHXYAAAAJ
KAMWEPA0,University_of_Southern_California,Amber Miller,LNhbrlEAAAAJ
TZ1C6PC1,University_of_Southern_California,Dennis Nemeschansky,None
4ZWD1VC8,University_of_Southern_California,Elena Pierpaoli,tkac6PEAAAAJ
5X3XTPUM,University_of_Southern_California,Krzysztof Pilch,CkpKA0sAAAAJ
TV7BJBFE,University_of_Southern_California,Edward Rhodes,l3bcCTwAAAAJ
7XI8BITP,University_of_Southern_California,Hubert Saleur,w4z5vxQAAAAJ
XQMJ9RTQ,University_of_Southern_California,Robin Shakeshaft,None
KKN2BVEV,University_of_Southern_California,Nicholas Warner,Zh7QyLQAAAAJ
ZGG4RA4N,University_of_Southern_California,Paolo Zanardi,pe5eLdYAAAAJ
0QNLRLL4,University_of_Southern_California,Todd Brun,0WBCi1AAAAAJ
G8OS9P7D,University_of_Southern_California,Paul Dapkus,None
VPA8WE5E,University_of_Southern_California,Robert Farley,Pit1qkMAAAAJ
M00GCV74,University_of_Southern_California,Martin Gundersen,None
QT1XZA4A,University_of_Southern_California,Joseph Kunc,6d3OIY8AAAAJ
KMF3YFLH,University_of_Southern_California,Anthony Levi,-prEKqgAAAAJ
08IUYJ0G,University_of_Southern_California,Daniel Lidar,2J2t64gAAAAJ
7CV9LQHI,University_of_Southern_California,Anupam Madhukar,UjiGdTMAAAAJ
1BDUGRH3,University_of_Southern_California,Aiichiro Nakano,None
RIKAU3RL,University_of_Southern_California,Fabien Pinaud,2ONJeKkAAAAJ
XSOJ4W3K,University_of_Southern_California,Michelle Povinelli,7EHfSwYAAAAJ
1GZLHHQ5,University_of_Southern_California,Oleg Prezhdo,A7zUCxUAAAAJ
QODYN3D4,University_of_Southern_California,Remo Rohs,lNFZCgwAAAAJ
S418SJL1,University_of_Southern_California,Christopher Shera,SKU-zlMAAAAJ
OPEHFZ4T,University_of_Southern_California,Susumu Takahashi,wRFNhFIAAAAJ
4Q5ZGB0U,University_of_Southern_California,Armand Tanguay,None
W3X4XP71,University_of_Southern_California,Priya Vashishta,r5EXasAAAAAJ
URH4YOIA,University_of_Southern_California,Andrey Vilesov,None
IRB3ZP6L,University_of_Southern_California,Lorenzo Campos Venuti,NLUhf6UAAAAJ
2JM380OG,University_of_Southern_California,Leonid Didkovsky,None
WQJTAU2T,University_of_Southern_California,Geraldine Peters,None
VUGX6906,University_of_Southern_California,Satish Thittamaranahalli Ka,None
8TXWDTA5,University_of_Southern_California,Tameem Albash,tdYTb50AAAAJ
PXI1U6OB,University_of_Southern_California,Douglas Burke,yIeXV5oAAAAJ
S9SZ5Z9C,University_of_Southern_California,Itay Hen,x5BNzhMAAAAJ
90DGTE4N,University_of_Southern_California,Nicolas Moure,DrBctHcAAAAJ
CNV86ZIN,University_of_Southern_California,Andrew Newman,XfuACYoAAAAJ
BGP17GMI,University_of_Southern_California,Vahe Peroomian,None
5X5GVI5L,University_of_Southern_California,Kenneth Phillips,bCARjEwAAAAJ
VWOUXHTP,University_of_Southern_California,Anthony Piro,heVcXcYAAAAJ
NBGJZWP1,University_of_Southern_California,Christopher Sutherland,PZhqA9UAAAAJ
WE0Z5YYF,University_of_Southern_California,Tu-Nan Chang,None
B94Q070X,University_of_Southern_California,Werner DÃ¤ppen,None
BSV45FKX,University_of_Southern_California,Melvin Daybell,None
ABGLYPXE,University_of_Southern_California,Robert Hellwarth,None
DZLZ5T10,University_of_Southern_California,Richard Thompson,0fOhJNYAAAAJ
RI9JNIHR,University_of_Southern_California,Robert Wu,7ZDxs4AAAAAJ
IT53B6WG,University_of_California_Los_Angeles,Ernest Abers,None
56307F67,University_of_California_Los_Angeles,Paulo Alves,qyvUtdkAAAAJ
NKNFVYOX,University_of_California_Los_Angeles,Katsushi Arisaka,NWKOsDQAAAAJ
EV81XEII,University_of_California_Los_Angeles,Michalis Bachtis,Vj1-r2wAAAAJ
4V0YCGKY,University_of_California_Los_Angeles,Eric Becklin,None
MQVCLTZG,University_of_California_Los_Angeles,Zvi Bern,KieDSO0AAAAJ
6I9X4T0T,University_of_California_Los_Angeles,Dolores Bozovic,None
GIXUTF82,University_of_California_Los_Angeles,Stuart Brown,El_5FLMAAAAJ
Z71JU2J2,University_of_California_Los_Angeles,Robijn Bruinsma,None
7MOPM90U,University_of_California_Los_Angeles,Charles Buchanan,WQh-eUEAAAAJ
T2AJ6LZ1,University_of_California_Los_Angeles,Wes Campbell,-cReJLIAAAAJ
0ND6WIXS,University_of_California_Los_Angeles,Troy Carter,pgmC_sYAAAAJ
82LX91YS,University_of_California_Los_Angeles,Sudip Chakravarty,yGDh0rIAAAAJ
5G5TDDXQ,University_of_California_Los_Angeles,W. Gilbert Clark,None
44A6WDH9,University_of_California_Los_Angeles,John Cornwall,DNbdugYAAAAJ
RQ19XJ18,University_of_California_Los_Angeles,Ferdinand Coroniti,None
K4IGJSEN,University_of_California_Los_Angeles,Robert Cousins,dUzVytsAAAAJ
QT6CG5CE,University_of_California_Los_Angeles,Eric D'Hoker,None
WYCGJU6J,University_of_California_Los_Angeles,Tuan Do,ZYkk-uoAAAAJ
OX5M6C69,University_of_California_Los_Angeles,Thomas Dumitrescu,sviGwc4AAAAJ
KO320ISK,University_of_California_Los_Angeles,Sergio Ferrara,BZ6UitAAAAAJ
75R74H0H,University_of_California_Los_Angeles,Michael Fitzgerald,y3h0vpkAAAAJ
E9CPGZT6,University_of_California_Los_Angeles,Christian Fronsdal,1beF4mkAAAAJ
NODX4EAO,University_of_California_Los_Angeles,Steven Furlanetto,BSRS9l0AAAAJ
58CJ4JOY,University_of_California_Los_Angeles,Walter Gekelman,None
NMPD1X6R,University_of_California_Los_Angeles,Graciela Gelmini,2m7CxcIAAAAJ
VK1XHJ3W,University_of_California_Los_Angeles,Andrea Ghez,None
HSESOSIT,University_of_California_Los_Angeles,George Grüner,1mgA1YgAAAAJ
O3XVW5T8,University_of_California_Los_Angeles,Christopher Gutiérrez,rWlUB04AAAAJ
KKELKSVT,University_of_California_Los_Angeles,Michael Gutperle,1wbunaMAAAAJ
AHZN0DFZ,University_of_California_Los_Angeles,Paul Hamilton,mIbcYiUAAAAJ
N7OIYQAU,University_of_California_Los_Angeles,Brad Hansen,4y1-aqsAAAAJ
PA0EGQXI,University_of_California_Los_Angeles,Jay Hauser,N6s8mO4AAAAJ
XRBOG3HR,University_of_California_Los_Angeles,Karoly Holczer,0CJS1wkAAAAJ
PG2EW822,University_of_California_Los_Angeles,Huan Huang,KM5ksoYAAAAJ
N2ZU1O3J,University_of_California_Los_Angeles,Eric Hudson,BUF3ugYAAAAJ
NE29MB01,University_of_California_Los_Angeles,George Igo,None
4AK0B4BC,University_of_California_Los_Angeles,Hongwen Jiang,90FwvqMAAAAJ
D885YQGB,University_of_California_Los_Angeles,Zhongbo Kang,jhLM0VUAAAAJ
SCQR2TJ9,University_of_California_Los_Angeles,Anshul Kogar,None
A7PFPCJX,University_of_California_Los_Angeles,Per Kraus,4GJ4Ld0AAAAJ
JMPSQP6U,University_of_California_Los_Angeles,Alexander Kusenko,Wxo49-0AAAAJ
B9M6ZXPW,University_of_California_Los_Angeles,James Larkin,4xh-rYUAAAAJ
7HC3J6UK,University_of_California_Los_Angeles,Alexander Levine,BpCjE34AAAAJ
PXACRY5D,University_of_California_Los_Angeles,Matthew Malkan,hJcG1lsAAAAJ
LZR3FF3Q,University_of_California_Los_Angeles,Ian McLean,RrsdApUAAAAJ
7XWT0UQ4,University_of_California_Los_Angeles,Mayank Mehta,zY91B7UAAAAJ
NVDPDRVR,University_of_California_Los_Angeles,Jianwei (John) Miao,TQUJOq8AAAAJ
UXM7EXVN,University_of_California_Los_Angeles,George Morales,0AdY9ZMAAAAJ
S9316O91,University_of_California_Los_Angeles,Warren Mori,None
OAHUT2ZR,University_of_California_Los_Angeles,Mark Morris,szfNAeEAAAAJ
YD47ISIK,University_of_California_Los_Angeles,Steven Moszkowski,None
58U3VQ0M,University_of_California_Los_Angeles,Pietro Musumeci,kopSmIMAAAAJ
MZMNN06N,University_of_California_Los_Angeles,Smadar Naoz,XDXbVfMAAAAJ
QUYKBEE6,University_of_California_Los_Angeles,William Newman,zb8lR30AAAAJ
YC4ULRMZ,University_of_California_Los_Angeles,Ni Ni,OzMYwDIAAAAJ
YS3567E1,University_of_California_Los_Angeles,Christoph Niemann,RKPAeA8AAAAJ
I43DBGLD,University_of_California_Los_Angeles,Rene Ong,ZGIGp14AAAAJ
FWL012CM,University_of_California_Los_Angeles,C. Kumar Patel,None
ZAOON9ND,University_of_California_Los_Angeles,Claudio Pellegrini,7AOataQAAAAJ
NRACWT2U,University_of_California_Los_Angeles,Erik Petigura,sGif-dEAAAAJ
8D997YOH,University_of_California_Los_Angeles,Seth Putterman,None
04G2JFQD,University_of_California_Los_Angeles,B.C. Regan,DN35NuQAAAAJ
RN6NH89L,University_of_California_Los_Angeles,James Rosenzweig,jfvW290AAAAJ
PLKIKH9A,University_of_California_Los_Angeles,Rahul Roy,RzYg6W0AAAAJ
V0PLZGJC,University_of_California_Los_Angeles,Joseph Rudnick,None
HYG15NPT,University_of_California_Los_Angeles,David Saltzberg,qH4GGcYAAAAJ
EKSDQK3W,University_of_California_Los_Angeles,Joshua Samani,XlZToKwAAAAJ
D0DR6VVZ,University_of_California_Los_Angeles,Alice Shapley,k5MZlGoAAAAJ
8YXJ3M9B,University_of_California_Los_Angeles,Mikhail Solon,l3hWFBwAAAAJ
01EUILSK,University_of_California_Los_Angeles,Reiner Stenzel,None
OOMBXM2C,University_of_California_Los_Angeles,Terry Tomboulis,None
QC4J04NJ,University_of_California_Los_Angeles,Tommaso Treu,None
QXQXCKC7,University_of_California_Los_Angeles,Yaroslav Tserkovnyak,du_qeSQAAAAJ
3M4XP2NS,University_of_California_Los_Angeles,Jean Turner,-6U1zhwAAAAJ
B4SZUCTX,University_of_California_Los_Angeles,Roger Ulrich,eP4fSsgAAAAJ
VGB0KHTZ,University_of_California_Los_Angeles,Vladimir Vassiliev,dKr7fGwAAAAJ
V8DICQNC,University_of_California_Los_Angeles,Shenshen Wang,p7cNIPgAAAAJ
DXCBLSI8,University_of_California_Los_Angeles,Nathan Whitehorn,None
I8BRZ6MZ,University_of_California_Los_Angeles,Gary Williams,9_ntw_QAAAAJ
42HSF1HV,University_of_California_Los_Angeles,Chun Wa Wong,6j3ABHUAAAAJ
2CV9BQRO,University_of_California_Los_Angeles,Alfred Wong,xD3JS3sAAAAJ
7X9XV105,University_of_California_Los_Angeles,Edward Wright,0rlyyTwAAAAJ
J6CUWH1P,University_of_California_Los_Angeles,Giovanni Zocchi,None
HUCM0F34,University_of_California_Los_Angeles,Benjamin Zuckerman,None
OG3A5U97,Tufts_University,Danilo Marchesini,None
X91NBH4Q,Tufts_University,Anna Sajina,GcS4mswAAAAJ
AQ3DJ3IO,Tufts_University,Tim Atherton,j0o2-MMAAAAJ
5FI27SG5,Tufts_University,Peggy Cebe,None
EAJZXI34,Tufts_University,Peter J. Love,None
0TL1Z8SI,Tufts_University,Cristian Staii,-W0ERLQAAAAJ
C7A5K6EL,Tufts_University,Roger G. Tobin,R7PPy-wAAAAJ
A5DOI58T,Tufts_University,Lawrence Ford,rg8AghwAAAAJ
CM3BD9NP,Tufts_University,Mark Hertzberg,3CAC9QYAAAAJ
N0VB5U0U,Tufts_University,Ken D. Olum,None
U4NMZDFN,Tufts_University,Alex Vilenkin,None
NR0TNG4B,Tufts_University,High Energy Physics,ea1LmPoAAAAJ
6GEOKB3F,Tufts_University,Hugo Beauchemin,None
LL3MA6UA,Tufts_University,Hugh Gallagher,None
S2TWLJ0T,Tufts_University,Gary R. Goldstein,hZFhlP8AAAAJ
LA3XMFVF,Tufts_University,W. Anthony Mann,None
P49SSSO2,Tufts_University,Austin Napier,joLH46AAAAAJ
5COTFGX4,Tufts_University,Krzysztof Sliwa,atCevuUAAAAJ
05FR1L8K,Tufts_University,Taritree Wongjirad,8kiZbFUAAAAJ
HBU3W13I,Tufts_University,David Hammer,quHwaH0AAAAJ
TGS4VACX,Carnegie_Mellon_University,John Alison,nQs9BGMAAAAJ
UR9DYTSK,Carnegie_Mellon_University,David Anderson,Q166Sb4AAAAJ
98C2ODBE,Carnegie_Mellon_University,Shelley Anna,2u09mlAAAAAJ
OKELMM82,Carnegie_Mellon_University,Shiladitya Banerjee,-GropNMAAAAJ
SZYG86K1,Carnegie_Mellon_University,Axel Brandenburg,ufyMKPQAAAAJ
6G4PVUZL,Carnegie_Mellon_University,Roy Briere,None
0TFEJG2V,Carnegie_Mellon_University,Hael Collins,DxoenfgAAAAJ
X3LTZOW0,Carnegie_Mellon_University,Rupert Croft,wex9ft0AAAAJ
BFXXAB35,Carnegie_Mellon_University,Markus Deserno,1J28ExgAAAAJ
SLA4NB2O,Carnegie_Mellon_University,Tiziana Di Matteo,79uTAy8AAAAJ
SFZYM5HU,Carnegie_Mellon_University,Scott Dodelson,kcXOB1MAAAAJ
SMT8IFBQ,Carnegie_Mellon_University,Ulrike Endesfelder,n0527ZUAAAAJ
NZRR0GT9,Carnegie_Mellon_University,Randall Feenstra,p1aFEDYAAAAJ
CGQDTC8A,Carnegie_Mellon_University,Stephen Garoff,None
YS5IKM06,Carnegie_Mellon_University,Fred Gilman,None
8JIPB0I0,Carnegie_Mellon_University,Frank Heinrich,WOo4NdkAAAAJ
PDUINS43,Carnegie_Mellon_University,Shirley Ho,fhOi--4AAAAJ
GAYJ55AR,Carnegie_Mellon_University,Benjamin Hunt,11EoZncAAAAJ
U9MU6KD8,Carnegie_Mellon_University,Mohammad Islam,2fIu-goAAAAJ
IKD2EFW9,Carnegie_Mellon_University,Tina Kahniashvili,au_cLfoAAAAJ
5JBLAZ8Y,Carnegie_Mellon_University,Jyoti Katoch,xKrmD5IAAAAJ
7NWBG2Y2,Carnegie_Mellon_University,Mathias Lösche,nbA9cPcAAAAJ
25D19G8Y,Carnegie_Mellon_University,Barry Luokkala,None
KUWXXX8M,Carnegie_Mellon_University,Sara Majetich,FRlLpMYAAAAJ
8CTHXVO1,Carnegie_Mellon_University,Rachel Mandelbaum,None
RK6T7A6D,Carnegie_Mellon_University,Noa Marom,iz8reBoAAAAJ
P7A8O9QK,Carnegie_Mellon_University,Michael McHenry,jtorb88AAAAJ
7NUI99OS,Carnegie_Mellon_University,Curtis Meyer,jkKrk0sAAAAJ
Z57972U8,Carnegie_Mellon_University,Colin Morningstar,8AqWr_4AAAAJ
IXWVFD9P,Carnegie_Mellon_University,Diana S. Parno,None
NBI4A5X9,Carnegie_Mellon_University,Manfred Paulini,None
NVUDG3TF,Carnegie_Mellon_University,Riccardo Penco,O0NnwB0AAAAJ
JLKKAVBF,Carnegie_Mellon_University,Jeffrey Peterson,wBrv_sQAAAAJ
XONLSUPF,Carnegie_Mellon_University,Brian Quinn,mZ3tluwAAAAJ
WMCE4Y4A,Carnegie_Mellon_University,Carl Rodriguez,uzidSeoAAAAJ
93ST2REG,Carnegie_Mellon_University,Anthony D. Rollett,None
TIGR56D6,Carnegie_Mellon_University,Ira Rothstein,None
OMIN14AK,Carnegie_Mellon_University,Gillian Lynn Ryan,None
7NBOEX2N,Carnegie_Mellon_University,Reinhard Schumacher,LibSWRMAAAAJ
5NVI9XMS,Carnegie_Mellon_University,Simranjeet Singh,zKGokogAAAAJ
9UYDSPEW,Carnegie_Mellon_University,Marek Skowronski,IFFsG-oAAAAJ
X1RVFNA3,Carnegie_Mellon_University,Grigory Tarnopolsky,jrRg4PAAAAAJ
74IPSPAT,Carnegie_Mellon_University,Hy Trac,jcb81yAAAAAJ
072CE98U,Carnegie_Mellon_University,Diane Turnshek,jpGgJqwAAAAJ
NUSOO7N6,Carnegie_Mellon_University,Venkat Viswanathan,KUJDQ58AAAAJ
IA43WACM,Carnegie_Mellon_University,Matthew Walker,lhjZVXkAAAAJ
5FGHFWJD,Carnegie_Mellon_University,Michael Widom,6wsB8qsAAAAJ
CIE6EZOC,Carnegie_Mellon_University,Di Xiao,d41WKG4AAAAJ
3UD0DARP,Carnegie_Mellon_University,Jiang-Gang (Jimmy) Zhu,None
83NMMQ9K,University_of_Virginia,Peter Arnold,hMX2dd8AAAAJ
NN41BS3R,University_of_Virginia,Stefan Baeßler,None
KEPA82ZE,University_of_Virginia,Lou Bloomfield,None
J86T8I1X,University_of_Virginia,Maxim Bychkov,None
YOBS2XRW,University_of_Virginia,Gordon Cates,None
43C6S74H,University_of_Virginia,Utpal Chatterjee,sY680IwAAAAJ
55NXEEX3,University_of_Virginia,Gia-Wei Chern,None
6QHGO9FB,University_of_Virginia,Brad Cox,AOWgWGAAAAAJ
QRM45QCP,University_of_Virginia,Donal Day,ZGDoqI0AAAAJ
MBWWZDGX,University_of_Virginia,Craig Dukes,dJYWn18AAAAJ
UIHXJWQ8,University_of_Virginia,Craig Group,cDJ1gPIAAAAJ
F5DBJ2RK,University_of_Virginia,Julian Heeck,fQR4sJQAAAAJ
ID8DHYVF,University_of_Virginia,Bob Hirosky,None
MP9Q0REV,University_of_Virginia,P.Q. Hung,3iIi7w8AAAAJ
HG2GOAIP,University_of_Virginia,Bob Jones,Qc1UGAIAAAAJ
O76V70UD,University_of_Virginia,Dustin Keller,None
CSUS86Y5,University_of_Virginia,Israel Klich,w9Oo9E4AAAAJ
3EQOON5J,University_of_Virginia,Eugene Kolomeisky,-DEATnsAAAAJ
BZUY3AO7,University_of_Virginia,Seunghun Lee,DvAH1AEAAAAJ
KO00GDAU,University_of_Virginia,Kevin Lehmann,BPez5DMAAAAJ
8CQFRRZN,University_of_Virginia,Simonetta Liuti,NcBxFDcAAAAJ
1D5YGMBY,University_of_Virginia,Nilanga Liyanage,IycLdroAAAAJ
3P6RGAIS,University_of_Virginia,Despina Louca,43Rt9tIAAAAJ
1HLKRYVY,University_of_Virginia,Chris Neu,QbXr4AgAAAAJ
4981WILI,University_of_Virginia,David Nichols,MGgthuEAAAAJ
X1VFAMD1,University_of_Virginia,Blaine Norum,None
4T6BQ8G8,University_of_Virginia,Kent Paschke,xN5HNA8AAAAJ
8G66P24D,University_of_Virginia,Dima Pesin,0tf7LtgAAAAJ
J1UAYX6K,University_of_Virginia,Olivier Pfister,ZL1nvUQAAAAJ
42XZEJEP,University_of_Virginia,Dinko Počanić,None
6JDZ8H7B,University_of_Virginia,Joe Poon,cVHCVr8AAAAJ
955WWOCI,University_of_Virginia,Cass Sackett,None
M8W932Z5,University_of_Virginia,Peter Schauss,qnuz4yIAAAAJ
OVYOV5DH,University_of_Virginia,Bellave Shivaram,lqmyRc4AAAAJ
M082VT9W,University_of_Virginia,Jeffrey Teo,glpROtsAAAAJ
RLYLY3C9,University_of_Virginia,Diana Vaman,msAjTUgAAAAJ
DKMJ8QHD,University_of_Virginia,Marija Vucelja,SYt4Ru8AAAAJ
8SCCC7R2,University_of_Virginia,Kent Yagi,None
YIIPF905,University_of_Virginia,Jongsoo Yoon,None
JHG8056I,University_of_Virginia,Xiaochao Zheng,fkHmsHUAAAAJ
34NZABHM,Georgia_Institute_of_Technology,David Ballantyne,RoyVswgAAAAJ
5ZJUGF9D,Georgia_Institute_of_Technology,Prof. Tamara Bogdanović,None
Y5Z32BZ5,Georgia_Institute_of_Technology,Laura Cadonati,2Cp1P3UAAAAJ
0VCO19WR,Georgia_Institute_of_Technology,Michael Chapman,V0_QgUoAAAAJ
CSXWBNJX,Georgia_Institute_of_Technology,Jennifer Curtis,w4rmxC0AAAAJ
X8PWWW6P,Georgia_Institute_of_Technology,Predrag Cvitanović,utIBWvQAAAAJ
016RN2CU,Georgia_Institute_of_Technology,Dragomir Davidovic,gFg3AYgAAAAJ
QKP0YMYH,Georgia_Institute_of_Technology,Walter de Heer,klW4cOMAAAAJ
XZCRS1DW,Georgia_Institute_of_Technology,Glen Evenbly,0CVyG1UAAAAJ
3FGWBVNO,Georgia_Institute_of_Technology,Flavio Fenton,jKiNd-0AAAAJ
MOS5R77V,Georgia_Institute_of_Technology,Phillip First,_KM8x1kAAAAJ
HJU00EG2,Georgia_Institute_of_Technology,Daniel Goldman,r7wE4M4AAAAJ
00K1I4RP,Georgia_Institute_of_Technology,Roman Grigoriev,QsejCwcAAAAJ
CIGIIUUN,Georgia_Institute_of_Technology,James (JC) Gumbart,DOMzcTgAAAAJ
7WQIRQCS,Georgia_Institute_of_Technology,Zhigang Jiang,6MNSoU8AAAAJ
91ND8L3H,Georgia_Institute_of_Technology,Brian Kennedy,wCawLeIAAAAJ
B7Z2DAY2,Georgia_Institute_of_Technology,Harold Kim,pbKLBNsAAAAJ
DHQAS7ZM,Georgia_Institute_of_Technology,Itamar Kimchi,zGBj_fsAAAAJ
OWULHD3D,Georgia_Institute_of_Technology,Uzi Landman,mFl_LRcAAAAJ
WC84UWVB,Georgia_Institute_of_Technology,Gongjie Li,vxyrNXoAAAAJ
LUVEUMR4,Georgia_Institute_of_Technology,Martin Maldovan,kEMlX3sAAAAJ
09INGWCR,Georgia_Institute_of_Technology,Elisabetta Matsumoto,oLjcbqcAAAAJ
GAZ1OD3V,Georgia_Institute_of_Technology,Martin Mourigal,utYY3jYAAAAJ
VV6TQJ0H,Georgia_Institute_of_Technology,A. Nepomuk Otte,lGy-t4cAAAAJ
T3O3VGWJ,Georgia_Institute_of_Technology,Colin Parker,w3V-aH8AAAAJ
Z8F3E1AP,Georgia_Institute_of_Technology,Michael Pustilnik,None
V8ZSJUN1,Georgia_Institute_of_Technology,Chandra Raman,mBHjtLEAAAAJ
VNL8M6CA,Georgia_Institute_of_Technology,David Zeb Rocklin,S_kxV3IAAAAJ
S970FSCP,Georgia_Institute_of_Technology,Carlos Sa de Melo,None
DKMTNVGL,Georgia_Institute_of_Technology,Michael Schatz,rcs6IKwAAAAJ
SQOR1VHQ,Georgia_Institute_of_Technology,Carlos Silva,F_cu5-EAAAAJ
8F6SUBIN,Georgia_Institute_of_Technology,Simon Sponberg,kKFx7RgAAAAJ
DH54OOXV,Georgia_Institute_of_Technology,Ignacio Taboada,UaneKVMAAAAJ
C8HXHD23,Georgia_Institute_of_Technology,Rick Trebino,O8jqxuwAAAAJ
WJEJWYG4,Georgia_Institute_of_Technology,Kurt Wiesenfeld,RoOAWmUAAAAJ
RC64CZLG,Georgia_Institute_of_Technology,John Wise,72RK2WIAAAAJ
0AGTK6L0,Georgia_Institute_of_Technology,Peter Yunker,va75ptIAAAAJ
ACHH05VE,Georgia_Institute_of_Technology,Andrew Zangwill,djlUsj8AAAAJ
FRRZEZHN,University_of_California_Berkeley1,Jonathan Arons (E),None
GK7OSF7M,University_of_California_Berkeley1,Liang Dai,Ibt4pDUAAAAJ
IOW7C1ZN,University_of_California_Berkeley1,Wick Haxton,None
ZFUVSJK6,University_of_California_Berkeley1,Dan Kasen,None
WEIXX76K,University_of_California_Berkeley1,Chung-Pei Ma,uHzTjcAAAAAJ
ZAXF2926,University_of_California_Berkeley1,Christopher McKee (E),None
G325WHTF,University_of_California_Berkeley1,Eliot Quataert,None
F2BARI1J,University_of_California_Berkeley1,Uros Seljak,kpF5658AAAAJ
BY9G275T,University_of_California_Berkeley1,Martin White,h3ZhFpgAAAAJ
OJI76UFU,University_of_California_Berkeley1,Stuart Bale,WGggJyMAAAAJ
N99K9385,University_of_California_Berkeley1,Marc Davis (E),MQiMFHIAAAAJ
77MA2Y58,University_of_California_Berkeley1,Reinhard Genzel (E),None
U9GO7VEE,University_of_California_Berkeley1,William Holzapfel,None
DFJX335K,University_of_California_Berkeley1,Adrian Lee,1CjakmkAAAAJ
XCL8RLRI,University_of_California_Berkeley1,Daniel McKinsey,h7wRsWcAAAAJ
513AL4P2,University_of_California_Berkeley1,Saul Perlmutter,None
XH92EHNO,University_of_California_Berkeley1,P. Buford Price (E),None
38K0NPYP,University_of_California_Berkeley1,Matt C Pyle,None
WSJ34KI7,University_of_California_Berkeley1,Bernard Sadoulet (E),None
GRBUV9P8,University_of_California_Berkeley1,George Smoot III (E),None
VSNZEPL3,University_of_California_Berkeley2,Dmitry Budker (E),None
U4ST1VRE,University_of_California_Berkeley2,Roger Falcone (E),None
CPGJ83L7,University_of_California_Berkeley2,Naomi Ginsberg,vDiCUv4AAAAJ
3YX2OHK4,University_of_California_Berkeley2,Hartmut Häffner,ORNi6TwAAAAJ
84RECDGM,University_of_California_Berkeley2,Stephen Leone,VlFoWVAAAAAJ
HE6YSJC4,University_of_California_Berkeley2,Holger Müller,FlnDapMAAAAJ
7MWP6K79,University_of_California_Berkeley2,Dan Stamper-Kurn,W1-hAXkAAAAJ
V8YBTCI4,University_of_California_Berkeley3,Oskar Hallatschek,3yJxnHwAAAAJ
2T6DPAT2,University_of_California_Berkeley3,Eric Betzig,j7Dfw2MAAAAJ
6F2M7Z87,University_of_California_Berkeley3,Carlos Bustamante,Lk38PP0AAAAJ
YELYTM4U,University_of_California_Berkeley3,Michael DeWeese,DZ9-LmkAAAAJ
I4DP6S3Z,University_of_California_Berkeley3,Hernan Garcia,pC_xLYcAAAAJ
LXCMA6VQ,University_of_California_Berkeley3,Naomi Ginsberg,vDiCUv4AAAAJ
NCTA8DSY,University_of_California_Berkeley3,Na Ji,skuEn74AAAAJ
H2Z5BG2G,University_of_California_Berkeley3,Daniel Rokhsar,xxYMJlUAAAAJ
0Z5WXPN9,University_of_California_Berkeley3,Ahmet Yildiz,7xgWQEgAAAAJ
I41827VL,University_of_California_Berkeley4,Ehud Altman,NqgTOGQAAAAJ
ZBM4ZNVP,University_of_California_Berkeley4,Marvin Cohen (E),None
